npc_name,gender,age,accent,descriptives,use_cases,confidence,reasoning
Max,male,young,british,upbeat|excited|cute,characters_animation,high,"Max is a hyper, laughing toddler in Castle Britannia who throws pacifiers and sings nursery rhymes, demanding an energetic, cute child voice."
Menion,male,middle_aged,british,confident|deep|professional,characters_animation,high,"Seasoned paladin weaponsmith and trainer; authoritative, measured speech with formal Britannian cadence suits a confident, deep-voiced professional."
Merrick,male,middle_aged,british,anxious|grumpy|casual,characters_animation,high,"Merrick is a nervous, bitter former farmer turned Fellowship recruiter who oscillates between sycophantic and snide, suggesting an anxious, grumpy middle-aged British voice."
Meryl,female,middle-aged,british,serious|formal|intense,characters_animation,high,"Middle-aged actress delivering dramatic Passion Play verse with serious, theatrical intensity in a knightly Britannian setting."
Mikos,male,middle_aged,british,grumpy|rough|intense,characters_animation,high,"Mikos is a surly, sneering mine foreman who sighs and spits — gruff, rough-edged, and intensely irritable."
Millie,female,young,british,upbeat|excited|pleasant,characters_animation,high,"Millie is a cute, enthusiastic Fellowship recruiter who beams with energy and speaks with eager, breathless devotion to her cause."
Miranda,female,middle_aged,british,professional|confident|formal,characters_animation,high,"Miranda is a composed, politically engaged Great Council member who speaks with formal authority and measured conviction."
Mole,male,old,british,grumpy|rough|mature,characters_animation,high,"Aging retired pirate with salty, world-weary humor and classic seafarer speech patterns suits a gruff, rough older British voice."
Mordra,female,middle_aged,british,wise|calm|soft,characters_animation,high,"Mordra is a worldly ghost healer-mage speaking with measured authority, quiet slyness, and kind gravitas befitting a spectral magical elder."
Morfin,male,middle_aged,british,sassy|confident|grumpy,characters_animation,high,"Morfin is a scheming, self-important butcher whose dialog drips with insincerity, defensiveness, and smug self-interest."
Morz,male,young,british,anxious|soft|gentle,characters_animation,high,"Shy, stuttering young farmer who blushes and looks away, needing a nervous, gentle, soft-spoken male voice."
Nanna,female,old,british,gentle|soft|mature,characters_animation,high,"Elderly castle nursemaid with a kind, grandmotherly demeanor fitting a refined British caretaker voice."
Nastassia,female,young,british,gentle|soft|sad,characters_animation,high,"Young woman devoted to a shrine, grieving her parents' fates, speaking with quiet sorrow and tender vulnerability throughout."
Nell,female,young,british,pleasant|casual|upbeat,characters_animation,high,"Young castle chambermaid with a cheerful, chatty, self-deprecating personality; light and friendly British tone suits her station."
Nelson,male,middle_aged,british,pleasant|wise|gentle,characters_animation,high,"Nelson is a cultured, good-humored head librarian who speaks with scholarly warmth, gentle wit, and refined formality."
Neno,male,young,british,confident|upbeat|sassy,characters_animation,high,"Neno is a flamboyant, vain young bard brimming with self-confidence and theatrical charm, perfectly captured by upbeat sassiness."
Nicholas,neutral,young,british,cute|upbeat|excited,characters_animation,high,"Nicholas is a babbling toddler foundling, requiring a cute, energetic, childlike voice with simple excited utterances."
Nicodemus,male,old,british,raspy|intense|grumpy,characters_animation,high,"Nicodemus is an elderly, magically unhinged mage who erupts into nonsensical rhyming outbursts, demanding a raspy, grumpy, intense elder voice."
Nystul,male,old,british,gentle|formal|soft,characters_animation,high,"Elderly forgetful royal mage with formal but befuddled warmth suits a soft, gentle, formally-spoken old British voice."
Ophelia,female,young,british,sassy|pleasant|casual,characters_animation,high,"Flirtatious barmaid who giggles, whispers gossip, and delivers playful rhetorical jabs — sassy and charming young woman."
Owen,male,middle_aged,british,confident|grumpy|intense,characters_animation,high,"Owen is a boastful, self-important craftsman who swings between arrogant bluster and dramatic self-pity, demanding a confident, intense, slightly grumpy delivery."
Owings,male,middle_aged,british,casual|upbeat|grumpy,characters_animation,high,"Owings is a bumbling, cheerful yet dimwitted comic-relief miner whose slapstick physical gags and simple speech call for a jovial, slightly dopey working-class British voice."
Palace Guard,male,middle_aged,british,grumpy|confident|rough,characters_animation,high,"Sarcastic, blustery palace guard with strong cockney-flavored British speech patterns and an irritable, no-nonsense authoritarian demeanor."
Pamela,female,middle_aged,british,pleasant|upbeat|casual,characters_animation,high,"Friendly, flirtatious innkeeper in her thirties who is cheerful and warm, fitting a pleasant and upbeat tavern hostess."
Papa,male,middle_aged,british,grumpy|rough|casual,characters_animation,high,"Papa is a primitive, simple-minded cyclops who speaks in broken sentences with crude, earthy humor and occasional hostility."
Patterson,male,middle_aged,british,formal|anxious|confident,characters_animation,high,"Patterson is a pompous, self-important mayor who oscillates between blustering confidence and nervous guilt when caught in his affair."
Paul,male,middle_aged,british,formal|pleasant|confident,characters_animation,medium,"Paul is a theatrical troupe leader performing passion plays, suggesting a formal, pleasant stage presence with classical British delivery."
Paulette,female,young,british,sassy|pleasant|soft,characters_animation,high,"Flirtatious, coquettish young barmaid ghost who is playful and charming, with classic Britannian speech patterns."
Pendaran,male,middle_aged,british,grumpy|serious|intense,characters_animation,high,"Pendaran is a proud, hot-headed paladin knight who is defensive, ashamed, and morally conflicted—gruff and intense in tone."
Penni,female,young,british,pleasant|confident|casual,characters_animation,high,"Penni is a cheerful, warm female trainer who speaks with friendly confidence and light humor about her work and husband."
Penumbra,female,old,british,wise|intense|serious,characters_animation,high,"Ancient gypsy seer and powerful mage with visionary urgency; wise and intense tone suits her mystical, centuries-old persona."
Perrin,male,middle_aged,british,formal|wise|pleasant,characters_animation,high,"Perrin is a polite, learned scholar and trainer who speaks formally and humbly, befitting a studious abbey-dwelling academic."
Petre,male,middle_aged,british,anxious|rough|casual,characters_animation,high,"A working-class stable hand, visibly shaken by discovering a murder, speaks in plain anxious peasant dialect fitting a rough British commoner."
Phearcy,male,middle_aged,british,casual|pleasant|upbeat,characters_animation|conversational,high,"Chatty, sociable tavern keeper who gossips freely and engages customers warmly, suggesting a friendly, upbeat demeanor."
Polly,female,middle_aged,british,pleasant|confident|professional,characters_animation,high,"Proud, busy tavern owner who speaks formally but warmly, clearly taking professional pride in her establishment."
Quaeven,male,middle_aged,standard,calm|formal|meditative,characters_animation,high,"Gargoyle speech pattern is ritualistic and declarative; calm, formal, meditative tone suits his role as a devoted Fellowship member and facility manager."
Quan,male,middle_aged,standard,calm|gentle|soft,characters_animation,medium,"Quan is a soft-spoken, naïve, well-meaning gargoyle leader whose ritualistic infinitive speech pattern suggests a calm, gentle, non-human cadence."
Quenton,male,old,british,soft|sad|gentle,characters_animation,high,"Quenton is a mournful, gentle ghost who speaks in archaic, sorrowful tones about loss, guilt, and eternal haunting."
Rankin,male,middle_aged,british,formal|calm|confident,characters_animation,high,"Fellowship branch leader who speaks formally and persuasively, shifting between polished rhetoric and occasional embarrassment or sadness."
Rayburt,male,middle_aged,british,calm|meditative|soft,characters_animation,high,"Rayburt is a meditation-focused combat trainer whose dialog is consistently serene, measured, and introspective, fitting a calm, soft, meditative tone."
Raymundo,male,middle_aged,british,confident|classy|formal,characters_animation,high,"Flamboyant theatre director and playwright with grandiose speech suits a confident, classy, formal British voice."
Reyna,female,young,british,gentle|soft|pleasant,characters_animation,high,"Reyna is a compassionate young healer whose dialog shows emotional warmth, gentle humor, and tender care for others."
Richter,male,middle_aged,british,serious|formal|calm,characters_animation,high,"Richter is a dutiful paladin guard speaking in formal archaic English, suggesting a serious, composed, formally-toned British male voice."
Roberto,male,middle_aged,italian,confident|pleasant|casual,characters_animation,medium,"Roberto is a smooth, flirtatious bath-house host whose name and suave demeanor suggest a Mediterranean Italian persona."
Robin,male,middle_aged,british,confident|casual|sassy,characters_animation,high,"Robin is a roguish, smooth-talking professional gambler with a noble-bastard background — confident, slick, and casually unscrupulous."
Rowena,female,young,british,soft|sad|gentle,characters_animation,high,"Rowena is a melancholic young ghost, devotedly sorrowful and ethereally gentle, speaking in archaic courtly tones."
Rudyom,male,old,british,wise|anxious|grumpy,characters_animation,high,"Elderly, increasingly senile mage whose dialog blends learned wisdom with confused, fretful rambling about failing experiments and lost memory."
Runeb,male,middle_aged,british,deep|grumpy|intense,characters_animation,high,"Large, menacing gargoyle clerk who is dismissive and threatening, speaking in terse inverted syntax suggesting a deep, gruff, impatient voice."
Russell,male,middle_aged,british,calm|professional|neutral,characters_animation,high,"Russell is a practical, no-nonsense craftsman who speaks plainly and matter-of-factly about his trade and observations."
Rutherford,male,middle_aged,british,grumpy|raspy|casual,characters_animation,high,"One-armed, weary tavern barkeep with a rough, skeptical demeanor and mixed archaic/colloquial speech suggesting a gruff, weathered voice."
Salamon,female,old,standard,calm|wise|gentle,characters_animation,high,"Elderly female emp who speaks in a deliberate, passive-construction dialect suggesting serene, ancient wisdom and non-violent forest-dwelling nature."
Sam,male,middle_aged,british,gentle|pleasant|calm,characters_animation,high,"Sam is a content, bearded bohemian florist with gentle eyes and laugh lines, suggesting a warm, easygoing, soft-spoken middle-aged British man."
Saralek,female,middle_aged,standard,soft|gentle|calm,characters_animation,high,"Saralek is a shy, gentle emp speaking in distinctive passive-voice constructions, suggesting a soft, calm, otherworldly feminine presence."
Sarpling,male,middle_aged,standard,serious|calm|formal,characters_animation,medium,"Gargoyle speech uses terse, inverted syntax suggesting a formal, alien calm; standard accent suits a non-human species."
Sasha,male,young,british,sad|soft|gentle,characters_animation,high,"Young gypsy boy with sorrow-filled expression and Eastern European-inflected speech ('vise', 'vas', 'vork') conveying melancholy innocence."
Sean,male,middle_aged,british,confident|intense|serious,characters_animation,high,"Sean is a smug, zealous Fellowship devotee and jeweler whose condescending, dramatic dialog demands a confident, intense British delivery."
Seara,male,middle_aged,british,calm|professional|gentle,characters_animation,high,"Seara is a polite, measured craftsman who speaks formally and courteously, suggesting a calm, professional British tone."
Sentri,male,middle_aged,british,confident|casual|intense,characters_animation,high,"Seasoned swordsman companion with swaggering confidence, dry wit, and professional pride in his combat training."
Shamino,male,middle_aged,british,calm|confident|pleasant,characters_animation,high,"Shamino is a seasoned, noble ranger companion — calm, loyal, and measured, with classic Britannian formal speech patterns."
Shanda,male,old,british,intense|grumpy|deep,characters_animation,high,"Shanda is a monstrous, aggressive hydra head who menaces prey with arrogant, threatening bravado, warranting a deep, intense, grumpy delivery."
Shando,male,middle_aged,british,grumpy|rough|intense,characters_animation,medium,"Shando is one head of a fierce three-headed hydra, suggesting a deep, rough, aggressively animalistic voice with distinct personality."
Shandu,male,old,british,deep|grumpy|intense,characters_animation,high,"Shandu is a bickering, ancient monster guard—deep, gruff, and irritably theatrical, fitting a classic British fantasy creature voice."
Sherry,female,old,british,gentle|pleasant|wise,characters_animation,high,"Sherry is a long-lived, intelligent, storytelling mouse companion — warm, refined, and grandmotherly in tone despite her playful energy with children."
Shrine,neutral,old,received pronunciation,wise|formal|calm,characters_animation|narrative_story,high,"The Shrine is an ancient, divine supernatural entity speaking in archaic formal tones, bestowing blessings and wisdom upon the Avatar."
Silamo,male,middle_aged,british,grumpy|serious|rough,characters_animation,medium,"Wingless gargoyle gardener, excluded and resentful, speaks in clipped formal constructions with a scowling, bitter demeanor."
Sintag,male,middle_aged,british,grumpy|rough|intense,characters_animation,high,"Described as Britannia's meanest toughest guard, dismissive and menacing in dialog, fitting a rough intimidating enforcer voice."
Sir Jeff,male,middle_aged,british,serious|formal|confident,characters_animation,high,"A stern, suspicious High Court judge demands a formal, serious, authoritative British tone befitting Britannia's judiciary."
Smith,male,middle_aged,british,sassy|casual|confident,characters_animation,high,"Smith is a wisecracking, sarcastic talking horse with dry wit and dismissive attitude, needing a confident, sassy delivery."
Smithy,male,middle_aged,british,confident|formal|calm,characters_animation,medium,"Well-dressed pirate croupier exudes polished authority enforcing house rules, suggesting a confident, formal, calm British demeanor."
Snaz,male,middle_aged,british,casual|sassy|upbeat,characters_animation,high,"Snaz is a witty street comedian/beggar whose self-deprecating humor and playful sarcasm call for a light, cheeky British delivery."
Spark,male,young,british,excited|anxious|intense,characters_animation,high,"Fourteen-year-old grieving but determined boy, emotionally volatile, swinging between fear, excitement, and fierce resolve."
Sprellic,male,middle_aged,british,anxious|casual|grumpy,characters_animation,high,"Sprellic is a flustered, long-suffering innkeeper who recounts chaotic tales with exasperated, wordy storytelling typical of a middle-aged British tavern owner."
Stuart,male,middle_aged,british,confident|formal|intense,characters_animation,high,"Stuart is a pompous, booming-voiced theatrical actor who demands attention, suiting a confident, formal, intense British male voice."
Sullivan,male,middle_aged,british,sassy|confident|casual,characters_animation,high,"Sullivan is a charming, self-aware con-artist who speaks with witty, roguish confidence and ironic detachment about his own misdeeds."
Syria,female,middle_aged,british,confident|intense|serious,characters_animation,high,"Syria is a hardened mercenary fighter and headmistress who speaks with commanding authority, direct aggression, and no-nonsense warrior pride."
Tavenor,neutral,middle_aged,standard,gentle|soft|calm,characters_animation,high,"Emps are cautious, peaceful ape-like creatures speaking in passive/inverted syntax, suggesting a gentle, slow, non-human calm tone."
Taylor,male,middle_aged,british,calm|gentle|wise,characters_animation,medium,"Taylor is a studious, nature-loving monk who speaks thoughtfully and kindly, fitting a calm, gentle, scholarly British tone."
Teregus,male,old,standard,wise|formal|calm,characters_animation,high,"Elder gargoyle sage speaking in ritualistic infinitive-verb dialect, tending sacred shrines with solemn, measured wisdom."
Thad,male,middle_aged,british,intense|serious|confident,characters_animation,high,"Thad is a zealous, single-minded crusader whose aggressive, dramatic dialog demands an intense, serious, confident delivery."
Thurston,male,middle_aged,british,sad|calm|grumpy,characters_animation,high,"Lonely, world-weary miller who speaks with quiet resignation, mild social awkwardness, and occasional gruff wariness."
Tiery,male,middle_aged,british,grumpy|rough|casual,characters_animation,high,"Eccentric, defensive undertaker with strong cockney-flavored dialect ('Oi', dropped H's), unkempt yet oddly chipper demeanor."
Time Lord,male,old,received pronunciation,wise|formal|calm,characters_animation,high,"Ancient, omniscient guardian of time speaks in archaic, measured tones befitting a transcendent being of immense gravitas."
Timmons,male,young,british,serious|confident|formal,characters_animation,high,"Young, mannered aspiring duelist who speaks formally and carries himself with earnest, gentlemanly determination."
Tobias,male,young,british,anxious|soft|casual,characters_animation,high,"Teenage boy from a humble farming village, sulky and uncertain, speaks nervously about theft accusations and grief."
Tolemac,male,middle_aged,british,calm|pleasant|gentle,characters_animation,medium,"Tolemac is a humble, earnest farmer and Fellowship devotee who speaks politely and warmly with a calm, gentle demeanor."
Tory,female,young,british,gentle|calm|wise,characters_animation,high,"Tory is a empathic druid counselor and young mother — thoughtful, nurturing, and perceptive — with classic Britannian formal speech patterns."
Trellek,neutral,middle_aged,standard,gentle|calm|soft,characters_animation,medium,"Trellek is a non-human emp with cautious, gentle curiosity and a distinctive passive-voice speech pattern suggesting an alien but warm demeanor."
Trent,male,middle_aged,british,grumpy|deep|intense,characters_animation,high,"Trent is a brooding, passionate ghost blacksmith—physically imposing, emotionally volatile, and driven by grief and rage."
Tseramed,male,middle_aged,british,calm|wise|mature,characters_animation,high,"Tseramed is a seasoned woodsman who speaks in thoughtful, nature-worn prose with archaic courtesy, suggesting a calm, wise, mature British voice."
Vokes,male,young,british,confident|deep|excited,characters_animation,high,"Vokes is a boisterous, booming young mercenary brawler who brags loudly and relishes combat with theatrical enthusiasm."
Wayne,male,young,british,gentle|anxious|pleasant,characters_animation,high,"Wayne is a flustered, good-natured young monk who blushes and speaks sheepishly, suggesting a gentle, mildly anxious, pleasant demeanor."
Wench,female,young,british,sassy|pleasant|confident,characters_animation,high,"Flirtatious, playful spa worker on a pirate island; young, confident, and sassy with a coy charm."
Weston,male,middle_aged,british,serious|calm|mature,characters_animation,high,"Imprisoned father speaking with dignified resignation and moral clarity, calm but emotionally burdened."
William,male,middle_aged,british,anxious|intense|casual,characters_animation,high,"William is a nervous, overwrought Fellowship member whose dialog shows anxious energy, excitability, and emotional volatility typical of a worried craftsman."
Willy,male,middle_aged,british,confident|upbeat|pleasant,characters_animation,high,"Willy is a proud, cheerful master baker, self-assured about his craft and charm, warranting a warm, confident, upbeat British voice."
Wis Sur,male,middle_aged,british,intense|grumpy|rough,characters_animation,high,"Wis-Sur is a suspicious, volatile gargoyle mage who screams at humans and overcharges, suggesting an intense, rough, grumpy delivery."
Wislem,male,middle_aged,british,wise|formal|calm,characters_animation,high,"Stately gargoyle royal adviser with dignified, formal speech patterns befitting a wise diplomatic representative to the crown."
Xanthia,female,young,british,pleasant|upbeat|calm,characters_animation,high,"Described as cheerful with bright eyes, she speaks politely and warmly with occasional mild indignation, fitting a pleasant young artisan."
Xorinia,neutral,old,standard,robotic|calm|formal,characters_animation,high,"Wisp hivemind entity speaks in detached, clinical third-person with alien formality, warranting a neutral, robotic, eerily calm voice."
Yongi,male,middle_aged,scottish,grumpy|casual|raspy,characters_animation,high,"Yongi's dialect ('wouldna', 'dinna', 'ye', ''e does') strongly suggests a Scottish brogue; gruff, suspicious tavern-keeper demeanor fits grumpy and raspy."
Yvella,female,young,british,anxious|intense|grumpy,characters_animation,high,"Young jealous housewife prone to outbursts about gargoyles and a suspected rival, emotionally volatile and indignant throughout."
Zaksam,male,middle_aged,british,grumpy|serious|confident,characters_animation,medium,"Zaksam is a seasoned, opinionated trainer with a distrustful, somewhat cantankerous attitude toward gargoyles and certain townsfolk."
Zelda,female,middle_aged,british,professional|calm|formal,characters_animation,high,"Zelda is a composed, organized administrative professional at a scholarly institution, speaking in a formal, measured, and occasionally sardonic tone."
Zella,female,young,british,confident|intense|serious,characters_animation,high,"Young female boxing trainer in Britain; dialog is assertive, disciplined, and direct, reflecting a confident, intense martial instructor."
Zinaida,female,middle_aged,british,pleasant|confident|casual,characters_animation,high,"Attractive, flirtatious tavern owner in her forties with charm, warmth, and pride in her establishment."
Zorn,male,middle_aged,british,grumpy|deep|serious,characters_animation,high,"A weathered Minoc blacksmith with a rigid, coal-eyed expression and blunt, no-nonsense speech suits a deep, gruff, serious tone."
