# u6-translation-v1
# kind	key	source_sha256	zh
dialogue	dialogue:0x0412:b27:0	527b9c3eee66f062530b4644561052af29d16496d4584dfb8cd631f0301bafb2	@有可能他在晚上享用美酒時曾與酒吧女侍談起這件事，但他從未與我討論過。@
dialogue	dialogue:0x0412:bb3:0	828d83b6fd1480cc2ca7051b424d9dbd0be3a1aa6c5fd78408da476cf3352aa3	你向Lenora匯報斯卡拉布萊（Skara Brae）發生的事件，包括昆頓（Quenton）被殺以及降靈會，昆頓在降靈會中指責邁克爾（Michael）是兇手。
dialogue	dialogue:0x0412:c42:0	f94ee5c044689eea47646f09d6905728c392451891c2a43bb79b8f5f58d1bad7	@是的，我知道Skara Brae的不幸死亡事件，但這些天人們時常死於巖怪（gargoyle）的襲擊。@
dialogue	dialogue:0x0412:cb7:0	c388db9ff8fc4f2d1843001f32b0ed350a692a76eb1f5a783ad0652f65a34ee3	@你想讓我做什麼？放下所有事情，派我們已經超負荷的衛兵去逮捕某人，僅僅基於一個鬼魂的證詞嗎？@
dialogue	dialogue:0x0412:d42:0	6c3d51050fc4122952b20bc980723c8f6d3cb1079fb927ee921ca384a27505a7	@聽起來更像是那些可惡巖怪（gargoyle）的所作所為。請走吧，別用這些胡說八道來煩我了...@
dialogue	dialogue:0x0412:d:0	ca15718239f13e7019571af2c6a4a8c16bf2bd6f5eb1591b972900eb37de6824	萊諾拉的日程是 
dialogue	dialogue:0x0412:dc6:0	f79a28c8789c1feda2990d4b0321fce85dc38d9f1207183d5c340f2a7f30707c	@明天我上班時再來，我們再討論這件事。@
dialogue	dialogue:0x0412:e0b:0	b698b91dcdf01eb950b6bd2ab715b6d3e73b429674796fc8c7fa58c720fc1046	@正如我所說，關於此事的進一步討論應與里納爾多（Rinaldo）進行。@
dialogue	dialogue:0x0412:e5b:0	773c6a7ee797f8f45122f3c11d1624b5ceeca93852a5641442e0afd391b3c5ed	@哼！好吧，也許你最好在別處尋求這種智慧！
dialogue	dialogue:0x0412:ea7:0	c612174cb95e1451bc59c22de7788f7f76f4add5bf3e64797a7a6a442082f441	@聖者，果然是你！@
dialogue	dialogue:0x0412:eb9:0	3536407ed70e299bb62cb659f62c0f376d68aecaffe3c052c58b2b97a51ccb50	@願你在旅程中找到你配得的東西。@
dialogue	dialogue:0x0412:ef0:0	30d045f953fec030244b18772bf9e67e24abd2ad0680f9c46b3d602eb5705549	@再見..@
dialogue	dialogue:0x0412:efc:0	10d590e5326834477871a813e2a887e3f291767b3a24ad25bfb26ce978fd87f2	@再見，當然是！哼！@
dialogue	dialogue:0x0412:f16:0	72ca0b57c41ab825fdab82d21d6e8eff1a6e2e91d12cad9ee86865b5cb1e2904	@以正義之名前行吧，聖者。@
dialogue	dialogue:0x0413:0:0	2e4b9cc2428beb7bff6a56c14d7304e472a23e890e91ef0a6b0b0380e89f9734	朋友
dialogue	dialogue:0x0413:127:0	59c610fe0c2f32a15cd7c418e30ab6bc546239459a12bd7f3f75fb9054268f51	他扔給你一些鑰匙，然後轉身背對你。
dialogue	dialogue:0x0413:15c:0	2e2aaa209778729dbaac009f2f9f4c15b41945e2abe1ce54643172cd51cc7a83	@好吧。從來沒聽過有人對牢房這麼感興趣的。@
dialogue	dialogue:0x0413:1b0:0	231031a6dccb69bb15dfdc4a06b37df3f8a7341e37c9d0ac2880eef397cce8c6	@見禮了，典獄長..@
dialogue	dialogue:0x0413:1c6:0	20ba16dd9c5aa4a375377dc0cf848e6fdbafa53f0b8afa10c388805b0adc69a4	@向您問好。@
dialogue	dialogue:0x0413:1d9:0	892ab8964f45e03650b02eaf2b65baaae92cf9b4c700eec96a61dcfbd7767948	@我們能再談談嗎？@
dialogue	dialogue:0x0413:1f1:0	28533806a10baaf55eabf20eff7486a3993d87ffa6405b83851847fc9e3040a3	@嗯？你需要什麼？@
dialogue	dialogue:0x0413:205:0	cdf8f81ff5de6e47ff25f5cea83c155623781a45a8ddf389afac00aa238e60c2	@
dialogue	dialogue:0x0413:20c:0	d03502c43d74a30b936740a9517dc4ea2b2ad7168caa0a774cefe793ce0b33e7	,
dialogue	dialogue:0x0413:20e:0	6205777ccb2c8a0309daa32815f42a2dc69e9270504f1e144bf3dfb3c6f90344	。鑰匙還沒弄好嗎？@
dialogue	dialogue:0x0413:228:0	b5f76bfe473f0d7547eb2bbecbaf1e871c2a55dd5dd4e3ec29c46efeb6becad0	沉默寡言的典獄長說道：「多謝，」同時接過鑰匙。
dialogue	dialogue:0x0413:266:0	169428070c7b84c8cd6ff694a2c441cdca1cd9f91380bae89cee82898cd91d66	@好吧，它在哪裡？@
dialogue	dialogue:0x0413:27b:0	386333f80553d6c2be43f581e6ad413c5c8e5213f206fac109652714efbddc59	@這對我沒什麼用。我需要它在這裡。@
dialogue	dialogue:0x0413:2a7:0	616f73093544b6c6d832f5a8d6c6e32e7c26cf5f4edbf34498d5be4bf1754462	典獄長沒再說一句話，便繼續回去刻木頭了。
dialogue	dialogue:0x0413:2e0:0	64878642ddcf8dd3e51a8aa7759966aaabd3472e5b876f86da2e4d6e0a8fc797	@好了，等你辦完了就拿回來給我。@ 典獄長沒再說一句話，便繼續回去刻木頭了。
dialogue	dialogue:0x0413:2e:0	d047871c3a1c076433e29b83df85ec470895c470c3f4f646767bdb2f7ced2deb	@喂，你想拿我牢房的鑰匙嗎？@
dialogue	dialogue:0x0413:343:0	bc4aa4edd9b9707599c246f89600d86bb3a82ecc9115ce7191a28e1dd9f749f3	一個老頭子，高而瘦。他花所有時間在刻木頭。*
dialogue	dialogue:0x0413:381:0	0a07f659461970d8d8dcefe4fff96a1745599810dc7d47391e95c803b7b2072c	，
dialogue	dialogue:0x0413:384:0	f6129fa25a599579b9b949cdbb0558b3743e3a8d6ff238c48368c2798c05274d	。我能為你做什麼？@
dialogue	dialogue:0x0413:39e:0	82a3537ff0dbce7eec35d69edc3a189ee6f17d82f353a553f9aa96cb0be3ce89	名字
dialogue	dialogue:0x0413:3a3:0	5e8c9902207afaeb7120430c585a445f21e92932081d64bc99f80e4925bcb002	工作
dialogue	dialogue:0x0413:3a7:0	b49f425a7e1f9cff3856329ada223f2f9d368f15a00cf48df16ca95986137fe8	再見
dialogue	dialogue:0x0413:3ab:0	771eeb59860b702971cb881931acc36b51d65db6c6d76f2de247a25eb6ea2cee	Drudgeworth and Saduj
dialogue	dialogue:0x0413:3c1:0	f6c6471f6881574d44485109aba295629f583ef780c5a24dd2b9bd3ca09fe95d	自由賊
dialogue	dialogue:0x0413:3cc:0	50f8715285c1e26d43407554d0df958f185e9b6447cd28e7b331697f2caf4447	@我叫 Pridgarm。@
dialogue	dialogue:0x0413:3df:0	e4e7992fb8d5d96d7363c115ba9e6aacd0add704d013930475c781e11fba04c9	@我管牢房。現在有個囚犯被關在 solitary。@
dialogue	dialogue:0x0413:418:0	7d72fa8065e24a58a3c5d62c69090ab7d43b89ab026d68bf10fe0dfea52d5b87	監獄
dialogue	dialogue:0x0413:41d:0	41c95f34ba8f0a6744429a51b5dcb58d365f6cc4fd74cd04ecb4472d60589ebb	囚犯
dialogue	dialogue:0x0413:426:0	7fe62ade181eaca9b41b335b8ef27de8ec2c80414a4f941b89a924affcef1401	單獨
dialogue	dialogue:0x0413:42f:0	fcf2c6bfc04860f872fe2c8c4ad9e9ca00a94360b3470d3fee0169fd3cc7164e	@我有四間你能想象的最乾淨的牢房。@
dialogue	dialogue:0x0413:463:0	1332cc1213a5b244bc60af6b87f95e089fd68bcb89c6e74beefdf5b2c7dd0f59	@Feller 闖入了前任市長大人——祂之尊貴——的墓。@
dialogue	dialogue:0x0413:4a2:0	ebefe184171f13e8bf0fdc97799d6e005b1980b7fe74569fff151d244d0619a4	墳墓
dialogue	dialogue:0x0413:4a8:0	8dd29add9992f7006f4d0f57bd9e468d6cd32012be2d820da3b6f369952e1521	小賊
dialogue	dialogue:0x0413:4ae:0	65a98d0d111797d9f3c063b10b0e9cc670fdf1febcfc5c78393241967d2629b4	你需要我的鑰匙才能進去。
dialogue	dialogue:0x0413:4d4:0	2c70e12b7a0646f92279f427c7b38e7334d8e5389cff167a1dc30e73f826b683	鑰匙
dialogue	dialogue:0x0413:4d8:0	0ccbdfc849865fd37949c2e6bb22feec098b5f21d2c9d2a08dbec26cf0f95011	他被關在單獨監禁，就在那邊。
dialogue	dialogue:0x0413:4fe:0	6aa269bd51ecab6383537c2a1b6f660e03a925c69899c25ebba68748b7597a92	嗯，我可以給你鑰匙....但沒有夫人 ladyship 的許可不行。
dialogue	dialogue:0x0413:54d:0	fdeb33892d1867626d6d2b06b5596653202e6a3ed9962cc4f542d86ba06837b1	許可
dialogue	dialogue:0x0413:558:0	fce07324e0e72e071842374e9997cf65df990cbc6ba4d4723ac28c99e3ad1b36	賄賂
dialogue	dialogue:0x0413:55e:0	d141cf12c923453eddc6ce86aed93c088939bff461299aa0eed5509082be6151	你有夫人 ladyship 寫的許可信嗎？
dialogue	dialogue:0x0413:592:0	7a382465a54929d919a2fdbe53361c0c7d949d3d74c94fbff8e0e0ef8b6913cd	好的，這是鑰匙。用完請還給我。
dialogue	dialogue:0x0413:5c9:0	d324ff316345fba3957b0b16a8ff5a8992c5eab032ea14f6ea45f19d6dcf35ba	等你有空位拿鑰匙時再來問
dialogue	dialogue:0x0413:5f9:0	6954c89d467ff163a7b307aa6b6ef7658097adebfdb904e55d28acc582019eda	想看小偷，必須有信。
dialogue	dialogue:0x0413:62d:0	4acccb1bcc49721c463f0762010b85258566f86eb654d3ebda38f26f4a09ccd5	嗯，想看小偷，必須有信。
dialogue	dialogue:0x0413:63:0	88f5e90a3fe4cf3d1c900944263afdca3d7fcdae83b1d18143d354caa82de636	嗯，你知道，我不該這樣做。但夫人 ladyship 對誰能被關在這裡有點太嚴格了。*
dialogue	dialogue:0x0413:667:0	1e40789b76809fd59fd9cf00f1b66181c01ac7ff4b1ddb49db219884bb6aefe9	你在賄賂我？
dialogue	dialogue:0x0413:682:0	89b1f857847a5a02456880cdaea47033a643cfd43b102e6bde3a156d42aa7595	他想了片刻。沒門。對不起，不感興趣。
dialogue	dialogue:0x0413:6b9:0	42a77fe797a96a2ddcc1ecd90f434d3bd68ee5407c1ed43d5d60489a92982be6	可惜了。從來沒有人賄賂過我。
dialogue	dialogue:0x0413:6e4:0	a1235b2d3f1a657b1cce64b14485fd80ed61caf37c37f9c9b56c9b65248c90fc	這不是我能說的事。你應該去看看夫人 ladyship，也就是市長。
dialogue	dialogue:0x0413:735:0	adf795289b32d33d8d5a6903c5d18217d72a8edbad2f52c90b18d5537a5df4da	@Drudgeworth and Saduj？@ 他想了一下。@聽沒聽說過。這些天我們這兒關押了許多囚犯。@
dialogue	dialogue:0x0413:7a9:0	73e47f3ae78b3400ae23f75a4ef62e131bd0d02848f922227f5bd27767368fb9	傳單
dialogue	dialogue:0x0413:7b1:0	a7f4c5231797ef981247fe60027eb0b119cbf02a7bb992437c29d7b00789b076	你給他傳單。嗯，這麼一想..這些聽起來很耳熟。我還是個年輕小伙子，剛在這裡當獄卒。那些囚犯從未到過這裡。
dialogue	dialogue:0x0413:863:0	63ded2a4a98b0e10b6907d91c041e37e0031d50a0cef76aeaa3d1f30a731a7cf	他們不知怎麼從押運車上逃脫，並殺死了護衛。
dialogue	dialogue:0x0413:8:0	cde48537ca2c28084ff560826d0e6388b7c57a51497a6cb56f397289e52ff41b	朋友
dialogue	dialogue:0x0413:8a6:0	69f83d63857b4d3774d3984ebebfec345d545e811b31db80984d78d6cc786ff9	看來他們在修道院沿路不遠處發現了廢棄的車子和護衛。前市長主導了調查，但那兩人從未找到。
dialogue	dialogue:0x0413:94e:0	f97987c937b8485c25969945bc691df8af5129efafa11239859c83699d003bd6	他們一定是在Deep Forest中逃脫的。現在多半早不在了，那可是多年以前的事。
dialogue	dialogue:0x0413:9af:0	e760d1606327575e9184cc2eb29eadd7525c02da7aec39f84036e580a50331ba	也許夫人 ladyship 能告訴妳更多。
dialogue	dialogue:0x0413:9d8:0	b1b271a12e80904115a761ae6b8d00d9bba91826a12b7b90f5b2dc98879595aa	獄卒點頭並說：
dialogue	dialogue:0x0413:9f4:0	425730a2bc03632b7c76601d5b581621c0a477fb651a6a313d30fa47e53eaee0	。
dialogue	dialogue:0x0413:9f7:0	0237a4dae62131507b1d24e1ba21705f7513ea252c51b378672607d4de293a58	就這些了..
dialogue	dialogue:0x0413:a07:0	85910e3bfe094c07df058c1b98870ff1513462a37eaf8c5127ce2919b8a10159	回見。
dialogue	dialogue:0x0413:ce:0	b81923aa4403afb5688922b3495de850ae3328dd340539bdd9fe819d0add932b	所以我用對鑰匙稍微粗心一點來補償，如果你懂我的意思。*
dialogue	dialogue:0x0413:f:0	3c3b1246429dcdf4b09890a6aad35614bd4eb59d91e26e62b7df73245d1647a5	DEATH 事件被呼叫於 Pridgarm
dialogue	dialogue:0x0414:0:0	1785cfc3bc6ac7738e8b38cdccd1af12563c2b9070e07af336a1bf8c0f772b6a	無
dialogue	dialogue:0x0414:111:0	c265fb1537f865b84376f8426b044026a40c9007e522bcbb12323f50a1e9871b	很好！ 接受你的金子後，他交出
dialogue	dialogue:0x0414:13:0	b1b71aa3332a36fc43b68a43c3ae30e41926375f860c6f4edd3be96ede01dcb9	皮製頭盔
dialogue	dialogue:0x0414:147:0	728634cb3bc407ebf0e48b41177cf2562f9c090aeb204facdbc9a1db291281fa	商店營業中
dialogue	dialogue:0x0414:154:0	2e4b9cc2428beb7bff6a56c14d7304e472a23e890e91ef0a6b0b0380e89f9734	朋友
dialogue	dialogue:0x0414:15c:0	cde48537ca2c28084ff560826d0e6388b7c57a51497a6cb56f397289e52ff41b	朋友
dialogue	dialogue:0x0414:163:0	4cfd9dcd009aa19fbc6ce6c2cd9104d83c7cdf6d5bd30cf702eb4c341097a4e2	請問可以說話嗎？
dialogue	dialogue:0x0414:175:0	41fbc83e7baaf2b6d8bca2be7f50a498dfc08cad652115c059e0562596878957	Ombogo dono.
dialogue	dialogue:0x0414:184:0	1da004986ffafde0c2decb698621ee53c693cfe8bdfed105cac17662bd4ef15a	@你好，又見面了..@
dialogue	dialogue:0x0414:194:0	06537a157aad0acb783d1d73e6fd6438bd2f0c343ba3a050274a5be42d99dcc9	Ombogo sano!
dialogue	dialogue:0x0414:1a3:0	85f516566a62366090fd6a5ce4b3461d1b7afd6a6a9ee9fc29683b21fe602698	一個身材高大、皮膚黝黑、五官緊湊的男人。*
dialogue	dialogue:0x0414:1d3:0	ed1ac7ccbb5004dd3ddca3e7733a07529e770891f94187283ab65c397bee941f	他從巨大的鍛爐後方向你低吼："Ombogo dono。"
dialogue	dialogue:0x0414:20:0	df321fe8b5329d6422e2691aaec9b2e986fbc39b6ba049cb0a33b1742a2df6e7	環形鎖子甲
dialogue	dialogue:0x0414:20f:0	dd86927a0903d9ca39f2a9ead6812919741452b5416c12ce9e48d76c1aba959f	他笑著說："Ombogo sano!"
dialogue	dialogue:0x0414:237:0	b278a37566a93fa93922b3de04bdb564de8dc7a5aede7006f593c45b8383530e	sano
dialogue	dialogue:0x0414:23c:0	54ec718980813336dc585438051a335e369f3cb71b81b131bcca97820d908fde	Omdu Yaf
dialogue	dialogue:0x0414:245:0	82a3537ff0dbce7eec35d69edc3a189ee6f17d82f353a553f9aa96cb0be3ce89	名字
dialogue	dialogue:0x0414:24a:0	5e8c9902207afaeb7120430c585a445f21e92932081d64bc99f80e4925bcb002	工作
dialogue	dialogue:0x0414:24e:0	b49f425a7e1f9cff3856329ada223f2f9d368f15a00cf48df16ca95986137fe8	再見
dialogue	dialogue:0x0414:252:0	933232d174bb44219507c81885613c6c0f385c94eb2cc373f0e79591efcd9bd6	Ombogo
dialogue	dialogue:0x0414:259:0	c6065b56cc56bc233a13861e1c9419537832309d7d28613aef997e51ad7793f4	dono
dialogue	dialogue:0x0414:25e:0	253387e8620ee1896c76809782406e139bce35860aaa0d61991965319ba0dc32	Andrea
dialogue	dialogue:0x0414:265:0	fead409cef96a5f0aab3a5e33701d63a5e9e74c7514220709cd293f9ded56b89	Utomo，來自島嶼。
dialogue	dialogue:0x0414:27a:0	d014d72cc3aaf3792bc4a63205d3968685f8888dec92a2f7e3b1ee4ae89087c8	Utomo 記得你，你為什麼不記得 Utomo？Utomo，來自島嶼。
dialogue	dialogue:0x0414:2a:0	e0bb436d0e217628e5a062596c2c7e30b0275bdcd0a01d1cf92b390007cebfad	沼澤靴
dialogue	dialogue:0x0414:2c0:0	9351ea87dd80f36a8d2733fdf26c179bdd25c70fd54ad58feb72dac1bb2a93a9	Utomo
dialogue	dialogue:0x0414:2c6:0	6d5b95826721205527954952cf1ce8a3483b8e9511097711507df8f147156900	Utomo 打造優質武器。如果你願意，我可以為你打造一把。
dialogue	dialogue:0x0414:2ff:0	167a79b5d437ac9ac3dfcf4473bd2225e1caa82ad14e1171544b7ffef1322d07	武器
dialogue	dialogue:0x0414:307:0	e8197b20f8e71e429645f83cc6f07d9d43ee7a30ef5dc6c02dd16692a7bc9aac	購買
dialogue	dialogue:0x0414:30b:0	c0f21d451463ec3e3254bf2d631b70a46e870f72eca69b2a869625407c22a8b0	出售
dialogue	dialogue:0x0414:310:0	11bcf970d5867ed5c7cb4af9790eb5f475a6685d3e2ecb024628ea1459c8c997	那意思是"你好"。
dialogue	dialogue:0x0414:325:0	5a24c4dea3d79cae7507d119690218c1a071f0005f0af4b9c6c1d0300943aef1	那意思是"我不認識的人"。
dialogue	dialogue:0x0414:348:0	271e5ce3615dc9e47a2c36eac55dee892238e44873548c0ddc98151a4e6f9609	那意思是"朋友"。
dialogue	dialogue:0x0414:35e:0	536570733a531d3253a9142180c8ab5f99636d28e8918e239449db2c0d2cc892	在我的語言中，Utomo 的意思是"島嶼"。我也來自島嶼。我從島嶼帶來了魔法扇子。這個小鎮現在是 Utomo 的新家。
dialogue	dialogue:0x0414:36:0	cc2585df74ecdb8b43e3d9f1f793ee9ccd21d617a49e8e5698cb5e052c453dac	俱樂部
dialogue	dialogue:0x0414:3b:0	6415fae65a2b6778589691301b8a0aebed88049b5433f9e3e409984ccc3b490c	匕首
dialogue	dialogue:0x0414:3d7:0	e29a7f31cac05abc97e12380c8e7bfaf5fef0839fd58dbcb8e81b0036eabf04a	扇子
dialogue	dialogue:0x0414:3db:0	4ea140588150773ce3aace786aeef7f4049ce100fa649c94fbbddb960f1da942	家
dialogue	dialogue:0x0414:3e0:0	1cb109040b9ba7ca6fe85f5b1d03c907d4f4e256f77723fa5851d528db27c73f	小時候就學會做了。我後來住在島上。
dialogue	dialogue:0x0414:40f:0	95c1b1cc53ff56aeed2972732ef0afa3bd57af0a8fd7ac1d3e1b43c872d220c2	島上的一位女士會做魔法扇子。風吹得很大，把船吹得到處亂走。
dialogue	dialogue:0x0414:42:0	8f2cc936b1968c90ae3736a84483337d38314b69f1da87dbb4d7468151fd9494	長矛
dialogue	dialogue:0x0414:45c:0	4c41631c2b364abac6d0d4201a3b7ef789f39ac9434ca0c9c01c970e3dd8d008	我走了好長的路才來到這裡。我的家被壞人燒毀了。
dialogue	dialogue:0x0414:48:0	ec43ed8c13bb40bb63f86c3be4ec77b1cea0846c585a988fb45aea0a8a6002c9	投擲斧
dialogue	dialogue:0x0414:49b:0	1137b15c7797aa84ec24e8dca5cb966dd016624374a09cb2ecaa9ac3229f5ccc	很多
dialogue	dialogue:0x0414:4a0:0	b5c1fb2efc6d6b4674c2fdcc48ce01b43a3b7c03763c0c3355de0099ee0f8c73	邪惡
dialogue	dialogue:0x0414:4a5:0	3624895a2e5a6a6c4d29683061f80a9aebb5d17c9583185419f9c9e75d8ca1c5	我不確定在哪裡。我是搭一艘大船來的。
dialogue	dialogue:0x0414:4cf:0	e5d5b971139eefeb36d6edb9938fa246740c90da2003626487eb2d5d9646aec6	船
dialogue	dialogue:0x0414:4d4:0	03730125b44b6a95a56d3cd1cde67caa141be4943f2125773f12d394a4d0db37	他跟我說：『傢伙，跟我一起離開家，去殺好人。』我跑掉了。
dialogue	dialogue:0x0414:52c:0	2bda9b4dfbabfdb17cd74d827768da5198ae2b8155002a494524bbeaf6f5cdba	殺
dialogue	dialogue:0x0414:531:0	429d8b266f8e885c3eeeb7ff39025c2c6ec9d05f19c304f7011b13a8129eeb3c	天黑時我偷渡上去。過了好久我們才上岸，我跳下來。
dialogue	dialogue:0x0414:55:0	e327e00eadf32222c47db06ebd9d565e7233af16278943d0f9af1b102354d1ad	雙手斧
dialogue	dialogue:0x0414:578:0	6668badb57f47293a50e845b13dfbd437f843b9a26d52d7fc86f021eeff2cce8	像鎮上的人。像Lord British。
dialogue	dialogue:0x0414:5a2:0	70b9e6f4af4c13231960efd02740f11af6891a0293ef08a9af04b348411ed226	Utomo 去她家喝酒。她試圖親吻 Utomo。Utomo 說：『我不想要你』，但她還是親了。Utomo 沒有再回去那裡。
dialogue	dialogue:0x0414:621:0	89d19d63941a517f4921ec8496fbf07c4b444537352cc585461a1b4de469fde5	親吻
dialogue	dialogue:0x0414:626:0	24ed3d191d10f9b5166d52628361e30c3e99bfd011b34822a5ea6ed79405d0cd	Utomo 在老家有個姑娘。她不像 Andrea 那樣瘦。哪天 Utomo 會回去接她。總有那天的。他把撲克牌在熱煤上烤，漫不經心地望著火堆。
dialogue	dialogue:0x0414:64:0	ddaa2fe8a035b9a4651f8498380131b927a23c1cdeab4b17c464c4aa17677a74	紋章盔
dialogue	dialogue:0x0414:6d1:0	431ba1c6936744f659289a8ff5292f004a51ba6a96dcecc65ef8f0783018dd5f	姑娘
dialogue	dialogue:0x0414:6d6:0	a43ef42b1295eb2970cb199b403a3f3909b06e887a075655efe62bce54af876d	她叫 Yuna。她很會爬樹。我好久沒見她了。
dialogue	dialogue:0x0414:71:0	bc3fc1966255212a321c82e67b1f2618b6826518f2533ed4825c7dc69f974deb	雙手斧
dialogue	dialogue:0x0414:71b:0	b77a9edb16189206b6479abe4350988dbdfb031b691aa69342278329ad3c8f8f	在我的土地，這意味著『你在太陽下享用美餐』。那是我們的道別語。
dialogue	dialogue:0x0414:767:0	eaf0561b137f0a7ebc9c42eedb5057daf62e93d9b853b0e2502a768707e850f7	店開門時你再來。*
dialogue	dialogue:0x0414:789:0	40000458bab8d3aaa5c36dcb378c2caa976ab536e991d2689ca8ffc0d554f0d1	這裡有很多東西。你要武器還是防具。
dialogue	dialogue:0x0414:7bc:0	d86982d2329abe57405176ccba9812be866ceabe324c1e27ff2f6075fac6b871	武器
dialogue	dialogue:0x0414:7c1:0	d81ea1595a0453780e68c2988980d28cccabbe2a774e77725c4e66a56f073fd4	防具
dialogue	dialogue:0x0414:7c7:0	30d045f953fec030244b18772bf9e67e24abd2ad0680f9c46b3d602eb5705549	@再見..@
dialogue	dialogue:0x0414:7d3:0	b95a9b0c5eb07294439bb26a5b63da5c3faa2df7311ab0dcb520fc8a96acf8da	Omdu Yaf!
dialogue	dialogue:0x0414:7e:0	578bb1d27d6f8053dc257aff840df84507e5512ed9004283b9228f26897297f2	皮革護腿
dialogue	dialogue:0x0414:8:0	5c06c539c5ffdefb4c58c79b11f5e4b460ecf6dd8cb2e2521dfec079aba0eebe	黃銅頭盔
dialogue	dialogue:0x0414:8f:0	76be50a8f84f5d71a127efb03ed79b86a8c045282c55b50678b231c27ae3ef56	@你要哪個？@
dialogue	dialogue:0x0414:a1:0	b140168cddfc958dd98c0be5164feb666d475ee8aa84b8cdbe7f7c712b3a5c1a	「售價為 
dialogue	dialogue:0x0414:ac:0	e59ac8744283ad1b23330c99aabecd9a569f3dd1751375ec99c1c4a5cc157e9f	金幣。好嗎？」
dialogue	dialogue:0x0414:ba:0	8b8e18eee76bfc660f9212fbd037d4005e364641c9ffc96f9809b8517a70ff4e	「對你來說太貴了！」
dialogue	dialogue:0x0414:d3:0	084655abff26d2e071921eb20dcc4e6dace38d8e2eaa62d2cf82847896fa23ae	「對你來說太重了！」
dialogue	dialogue:0x0414:ee:0	ac163d939bc96e1a070db0544cb823e8d3c5adccc4a6117f8262b29c301acbb2	「哪件物品？」
dialogue	dialogue:0x0414:fc:0	88b05d25376238bed37bca37933904f3d984759d78cfb6f8cd47aa877f8c7de4	「不再買了？好吧。」
dialogue	dialogue:0x0415:0:0	2e4b9cc2428beb7bff6a56c14d7304e472a23e890e91ef0a6b0b0380e89f9734	朋友
dialogue	dialogue:0x0415:10d:0	4fb2818e7abb42b5570e716a6c372dc0f31a63c416cc87b4fe8fe03f14cf1963	「好吧，我認輸了。符文藏在『屠殺的羔羊』酒館的一盆植物下面。現在請走開，別煩我了。」
dialogue	dialogue:0x0415:186:0	1de5d627f9fb65ebdf1325bbe9ae5f4c8c7e2290de257b9024f108d467f13b0d	快走開！
dialogue	dialogue:0x0415:18e:0	feb238107b2fe133db6c54e426d7991904de956360096402ccdb4245429b5ecb	一個矮小、體態肥胖的男人，身穿破爛衣物。*
dialogue	dialogue:0x0415:1b6:0	675ede5e12cd97384a4eb278ae4964061a6af3ecb01affdf497d9c34d4016213	「誰在那裡？」小偷無禮地喊道。當他認出你時，他的語氣變得恭敬起來。*
dialogue	dialogue:0x0415:221:0	471db12f287773b11d3219d6570172878202e10ca51139335af517d5d58ef68d	「天哪，是聖者！你得幫我把我從這裡弄出去， 
dialogue	dialogue:0x0415:23:0	6d82dfb2f08744806224bfb7d5af62c47653a036cc7364fc2d394be7d4d6d062	「不是我做的！...」
dialogue	dialogue:0x0415:260:0	cacf51845681be02418f36dd9138649f54d6f35de26ab082ff495a3da7e5067c	!@
dialogue	dialogue:0x0415:263:0	c3641f8544d7c02f3580b07c0f9887f0c6a27ff5ab1d4a3e29caf197cfc299ae	@
dialogue	dialogue:0x0415:265:0	47abd9eb3f0d76bd66fe5e9f654820ed044b62238370f66bd497660949179a7a	！很高興見到您！您是黑暗世界裡我最後的希望。」
dialogue	dialogue:0x0415:2ac:0	82a3537ff0dbce7eec35d69edc3a189ee6f17d82f353a553f9aa96cb0be3ce89	名字
dialogue	dialogue:0x0415:2b1:0	5e8c9902207afaeb7120430c585a445f21e92932081d64bc99f80e4925bcb002	工作
dialogue	dialogue:0x0415:2b5:0	b49f425a7e1f9cff3856329ada223f2f9d368f15a00cf48df16ca95986137fe8	再見
dialogue	dialogue:0x0415:2b9:0	54bd8ea967e56d02f7e2d55651555f74af083a8059e570241b43c6ad036724d0	犯罪
dialogue	dialogue:0x0415:2bf:0	c8b1a1a3e6bcee8660ad4a4ab2e2d318295fadc325f85525285f09a16e50ebc4	謊言
dialogue	dialogue:0x0415:2c3:0	ad95d5fa651ba86d8923fe1238d24a4f1988a752acfe426ac72ac7c04471bc17	自由
dialogue	dialogue:0x0415:2c8:0	fcc3d3c38287e9b5d4252dd58f39109d45de6c15816fd97dee9eb01404d1ae62	「我叫博斯金，聖者大人。」 Boskin
dialogue	dialogue:0x0415:2e4:0	8d0bd96ba1b179b10cdad8631803776562251aa83ed85de8c2476e96b25cfcef	「我只是一個窮苦的農民，被這嚴苛的時勢逼得走上犯罪之路。沒有其他辦法能餵飽我的家人了，聖者大人！」
dialogue	dialogue:0x0415:366:0	d34a569ab7aaa54dacd715ae64953455d86b768846cd0085ef4e9e7471489b7b	家庭
dialogue	dialogue:0x0415:36d:0	fb423db7c1035953d736d67d4d39698eaa3b1e0b22ee8e4674d6a691edc6e35e	淚水充滿了男人的眼眶。「我的可憐孩子們現在沒有人照顧了。我偷東西只是為了餵飽他們，這是事實。」
dialogue	dialogue:0x0415:38:0	b213f7d14fe8066081871eae994004bfb1d24d1cf363f3168e8dd9844e9da8b1	「我的可憐孩子們！...」
dialogue	dialogue:0x0415:3f4:0	c5c4bad89ee44b4da0321344964f145dd3023fc1ab0d9c2473e2716b788481ae	真相
